,cnstrct_yr,date_lstmo,bin,groundelev,heightroof,bbl,geometry,FLD_AR_ID,FLD_ZONE,STATIC_BFE,Bin #,Job Type,Job Status Descrp,Latest Action Date,Building Type,City Owned,Other Description,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height,Existing Dwelling Units,Proposed Dwelling Units,Existing Occupancy,Proposed Occupancy,Job Description,BBL_x,Borough,CD,CT2010,CB2010,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,LtdHeight,SplitZone,BldgClass,LandUse,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,BBL_y,CondoNo,Tract2010,PLUTOMapID,HeightDiff,LFE_est
3979,1920.0,2017-08-22,3421669,9.0,18.84949296,3089230050,"POLYGON ((1005090.240459817 154811.251122998, 1005081.671579317 154804.026727993, 1005075.695541397 154811.1152964846, 1005072.521991315 154808.4394488184, 1005081.898941054 154797.317423824, 1005072.101388485 154789.0572697406, 1005046.089957566 154819.9098983287, 1005067.629940734 154838.0699669859, 1005090.240459817 154811.251122998))",130,AE,11.0,3421669,A2,APPLICATION PROCESSED - ENTIRE,07/18/2017,1-2-3 FAMILY,,,2.0,2.0,29.0,29.0,1.0,1.0,R-3,R-3,proposed fire sprinklers (<30 sprinkler heads)in relation to  bib #010390 proposed 2 story dwelling to meet fema regulation,3089230050,BK,315,628.0,1016.0,R4,,,,,N,A1,1.0,1785,1400,0,1400,0,0,0,0,0,0,2,1,2.0,1,1,34.0,52.5,26.5,24.0,,1.0,5.0,0.0,5848.0,20797.0,0.0,0.0,1920,0,0,3089230050,0,628,1,-10.15050704,7.84949296
4001,1920.0,2017-08-22,3249780,8.0,25.51056413,3089230937,"POLYGON ((1005033.630008727 154565.0800274012, 1005017.749134975 154551.1259870753, 1005002.867274987 154568.0632891448, 1004990.159295141 154582.5261867379, 1005006.039840815 154596.4798989942, 1005015.556554063 154585.6492119975, 1005033.630008727 154565.0800274012))",130,AE,11.0,3249780,A1,APPLICATION PROCESSED - ENTIRE,03/22/2017,1-2-3 FAMILY,,GC/ST/FO,2.0,2.0,23.0,37.0,1.0,1.0,J-3,R-3,"direct lift of existing home above flood plain. new foundation, new piling system. plumbing re connections & modifications to exterior entry points. a new mechanical closet constructed on the first floor of the dwelling to accommodate relocated mechanical equipment above dfe.",3089230937,BK,315,628.0,1030.0,R4,,,,,N,A2,1.0,1680,684,0,684,0,0,0,0,0,0,2,1,1.0,1,1,24.0,70.0,18.0,38.0,,1.0,2.0,2.0,7260.0,15180.0,1550.0,1550.0,1920,0,0,3089230937,0,628,1,2.51056413,23.51056413
4016,1920.0,2017-08-22,3249748,8.0,20.77147895,3089230094,"POLYGON ((1004976.744295731 154682.8360254902, 1004993.504432812 154662.5585069983, 1004987.599917057 154657.6779393348, 1004991.052994149 154653.5004542393, 1004980.88273889 154645.0946311547, 1004977.269557149 154649.4663415788, 1004971.891615138 154645.0214685845, 1004951.412981557 154669.7979938278, 1004957.759097473 154675.0433901566, 1004961.63835481 154670.350158072, 1004976.744295731 154682.8360254902))",130,AE,11.0,3249748,NB,APPLICATION PROCESSED - ENTIRE,05/02/2016,1-2-3 FAMILY,,,0.0,0.0,0.0,0.0,,,,,subsequent filing for work type: mechanical bib #004780,3089230094,BK,315,628.0,1016.0,R4,,,,,N,A1,1.0,1785,722,0,722,0,0,0,0,0,0,2,1,1.75,1,1,34.0,52.5,26.5,24.0,,1.0,5.0,0.0,7920.0,16440.0,1550.0,1550.0,1920,0,0,3089230094,0,628,1,20.77147895,11.27147895
4019,1920.0,2017-08-22,3249773,8.0,20.41281531,3089230930,"POLYGON ((1005134.479544567 154704.6634096553, 1005142.200001564 154695.2402001707, 1005143.639959306 154696.4199878233, 1005159.804297062 154676.6903684941, 1005164.636964561 154670.791758245, 1005166.57987407 154668.4200438301, 1005149.798411564 154654.6710555806, 1005149.459829555 154654.3934970825, 1005149.415210234 154654.4479589046, 1005141.768571974 154663.7812735767, 1005132.905072644 154674.5998215009, 1005127.172800645 154681.5965266556, 1005127.982838388 154682.2605673329, 1005119.609495568 154692.4806912423, 1005134.479544567 154704.6634096553))",130,AE,11.0,3249773,A2,APPLICATION PROCESSED - ENTIRE,05/26/2016,1-2-3 FAMILY,,GEN. CONSTR.,1.0,1.0,19.0,19.0,1.0,1.0,J-3,J-3,build it back app-003196 hogan. one story wood frame home on on a concrete cmu block cellar/foundation - to be elevated above the design flood elevation (dfe) withing the existing footprint of the home,3089230930,BK,315,628.0,1030.0,R4,,,,,N,A1,1.0,1680,666,0,666,0,0,0,0,0,0,2,1,1.0,1,1,24.0,70.0,18.0,37.0,,1.0,2.0,2.0,4807.0,15836.0,4807.0,7339.0,1920,0,0,3089230930,0,628,1,1.41281531,18.41281531
4020,1920.0,2017-08-22,3249773,8.0,20.41281531,3089230930,"POLYGON ((1005134.479544567 154704.6634096553, 1005142.200001564 154695.2402001707, 1005143.639959306 154696.4199878233, 1005159.804297062 154676.6903684941, 1005164.636964561 154670.791758245, 1005166.57987407 154668.4200438301, 1005149.798411564 154654.6710555806, 1005149.459829555 154654.3934970825, 1005149.415210234 154654.4479589046, 1005141.768571974 154663.7812735767, 1005132.905072644 154674.5998215009, 1005127.172800645 154681.5965266556, 1005127.982838388 154682.2605673329, 1005119.609495568 154692.4806912423, 1005134.479544567 154704.6634096553))",130,AE,11.0,3249773,A2,APPLICATION PROCESSED - ENTIRE,05/27/2016,1-2-3 FAMILY,,GEN. CONSTR.,1.0,1.0,14.0,14.0,1.0,1.0,J-3,J-3,one story one family wood frame home on a cmu block cellar/foundation - to be elevated above the flood resilient construction elevation (frce) within existing footprint of building,3089230930,BK,315,628.0,1030.0,R4,,,,,N,A1,1.0,1680,666,0,666,0,0,0,0,0,0,2,1,1.0,1,1,24.0,70.0,18.0,37.0,,1.0,2.0,2.0,4807.0,15836.0,4807.0,7339.0,1920,0,0,3089230930,0,628,1,6.41281531,18.41281531
4051,1920.0,2017-08-22,3249065,7.0,19.46077358,3088762694,"POLYGON ((1004708.226788149 153808.360084169, 1004688.706485974 153791.2784254187, 1004683.472900647 153797.2593845772, 1004677.918121726 153792.3985018985, 1004669.121551394 153802.4506471629, 1004674.655332983 153807.2931571677, 1004669.542154223 153813.1359932513, 1004687.789821148 153829.1041371555, 1004686.338380473 153830.7625984171, 1004692.446307898 153836.1074039951, 1004699.216635557 153828.370542827, 1004694.402668806 153824.1579528202, 1004708.226788149 153808.360084169))",130,AE,11.0,3249065,A2,APPLICATION PROCESSED - ENTIRE,09/20/2016,1-2-3 FAMILY,,,2.0,2.0,33.0,33.0,1.0,1.0,J-3,J-3,"bib app-002231 installation of sprinkler system and rpz as per plans. no change in use, egress or occupancy.",3088762694,BK,315,628.0,4015.0,R4,,,,,N,A1,1.0,1800,708,0,708,0,0,0,0,0,0,2,1,1.75,1,1,40.0,45.0,26.0,24.0,,1.0,5.0,0.0,5323.0,13992.0,5323.0,11426.0,1920,0,0,3088762694,0,628,1,-13.53922642,8.96077358
4052,1925.0,2017-08-22,3249112,7.0,19.06790021,3088762846,"POLYGON ((1004574.131911979 153825.7783564091, 1004583.925199479 153834.219612498, 1004579.900929318 153838.8888944839, 1004588.336607978 153846.1595492409, 1004592.360550061 153841.4905953385, 1004598.091181648 153846.4298899102, 1004612.032754811 153830.2547254191, 1004598.741442816 153818.7983834919, 1004603.577719227 153813.1875023307, 1004589.506881224 153801.0595738326, 1004581.931437062 153809.8482701729, 1004585.334317402 153812.7813351666, 1004574.131911979 153825.7783564091))",130,AE,11.0,3249112,A2,APPLICATION PROCESSED - ENTIRE,07/26/2016,1-2-3 FAMILY,,,3.0,3.0,28.0,28.0,2.0,2.0,R-3,R-3,proposed fire sprinklers (<31 sprinkler heads)in relation to  bib #003725 house raise to meet fema regulation,3088762846,BK,315,628.0,4036.0,R4,,,,,N,B2,1.0,1700,1260,0,1260,0,0,0,0,0,0,2,1,2.0,2,2,40.0,42.5,30.0,20.0,,1.0,3.0,0.0,6748.0,20884.0,0.0,0.0,1925,1995,0,3088762846,0,628,1,-8.93209979,6.06790021
4053,1920.0,2017-08-22,3249150,4.0,25.20304935,3088830859,"POLYGON ((1004507.721611724 153814.1382878314, 1004492.988373475 153801.465084825, 1004484.38340381 153811.4683456597, 1004482.423762069 153809.782653501, 1004465.78600006 153829.1248064049, 1004468.635075734 153831.5752608196, 1004464.080950977 153836.8695415827, 1004477.925083396 153848.7779823332, 1004507.721611724 153814.1382878314))",130,AE,11.0,3249150,A2,APPLICATION PROCESSED - ENTIRE,08/12/2015,1-2-3 FAMILY,,,4.0,4.0,30.0,30.0,1.0,1.0,J-3,J-3,bib work app-001479. herewith filing sprinkler application in conjunction with alt 2 340244578,3088830859,BK,315,628.0,4014.0,R4,,,,,N,A1,1.0,1750,1512,0,1512,0,0,0,0,0,0,2,1,2.0,1,1,25.0,70.0,18.0,37.0,,1.0,2.0,0.0,4694.0,16819.0,0.0,0.0,1920,0,0,3088830859,0,628,1,-4.79695065,9.20304935
4078,1920.0,2017-08-22,3249134,7.0,23.55475838,3088830062,"POLYGON ((1004160.966727805 154016.1487105873, 1004140.76466848 153999.1592432527, 1004111.11249681 154034.4183590742, 1004131.31488423 154051.4078264088, 1004160.966727805 154016.1487105873))",130,AE,11.0,3249134,A2,APPLICATION PROCESSED - ENTIRE,07/28/2015,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,28.0,28.0,1.0,1.0,J-3,J-3,"bib work app-002072.rehabilitation with elevation of existing dwelling to be     raised 5' feet. existing foundation shall be demolished, new grade beam, helical pile foundation system shall be installed. interior and exterior elevation as    needed. no change to use egress or occupancy. this application is fee exempt     based on legislation intro 389.",3088830062,BK,315,628.0,1015.0,R4,,,,,N,A1,1.0,1785,1404,0,1404,0,0,0,0,0,0,2,1,2.0,1,1,34.0,52.5,26.5,24.0,,1.0,5.0,2.0,5184.0,19652.0,5184.0,11241.0,1920,0,0,3088830062,0,628,1,-4.44524162,10.55475838
4109,1920.0,2017-08-22,3255089,7.0,22.41481467,3088661312,"POLYGON ((1004958.810932651 153235.9681843242, 1004942.933995889 153222.1092881614, 1004920.111863064 153248.2542489936, 1004935.988471733 153262.1134732399, 1004958.810932651 153235.9681843242))",130,AE,11.0,3255089,A2,APPLICATION PROCESSED - ENTIRE,11/10/2014,1-2-3 FAMILY,,GEN. CONSTR.,1.0,1.0,15.0,15.0,1.0,1.0,J-3,J-3,"bib work app-009437.rehabilitation with elevation of existing dwelling to be     raised 2  feet. existing foundation shell be demolished ,new grade beam, helical pile foundation system shell be installed. interior and exterior elevation as    needed. no change to use egress or occupancy. this application is fee exempt     based on legislation intro 389",3088661312,BK,315,628.0,4030.0,R4,,,,,N,A1,1.0,1800,1140,0,1140,0,0,0,0,0,0,2,1,2.0,1,1,40.0,45.0,20.0,21.0,G,1.0,3.0,0.0,6188.0,17863.0,1550.0,1550.0,1920,2011,0,3088661312,0,628,1,7.41481467,9.41481467
4130,1925.0,2017-08-22,3248916,6.0,29.7040071,3088661252,"POLYGON ((1004885.509570062 153400.9439042411, 1004867.345564395 153385.5059429927, 1004844.90728906 153411.906480744, 1004855.744209644 153421.1170922399, 1004852.766525313 153424.6203660681, 1004860.09361039 153430.8477158344, 1004885.509570062 153400.9439042411))",130,AE,11.0,3248916,A2,APPLICATION PROCESSED - ENTIRE,05/11/2017,1-2-3 FAMILY,,FO/ST/GC,2.0,2.0,25.0,25.0,1.0,1.0,J-3,J-3,"direct lift of existing home above flood plain existing block foundation wall to be removed, construct new exterior and interior piers on existing foundation. new plumbing reconnections and modification to exterior entry points. modify existing utility connections. no change in use or occupancy.",3088661252,BK,315,628.0,4027.0,R4,,,,,N,A1,1.0,1800,1174,0,1174,0,0,0,0,0,0,2,2,2.0,1,1,40.0,45.0,24.0,25.0,G,1.0,5.0,2.0,5563.0,17490.0,1550.0,1550.0,1925,2011,0,3088661252,0,628,1,4.7040071,15.7040071
4140,1920.0,2017-08-22,3248692,6.0,33.89390813,3088451932,"POLYGON ((1006943.546792566 152941.5035501625, 1006921.672492471 152923.4878381536, 1006920.98515789 152924.3228102419, 1006914.233530986 152932.5199723358, 1006904.260125724 152944.6298562482, 1006930.789928319 152966.4798781593, 1006938.687222223 152956.8913146562, 1006948.202623145 152945.3378600787, 1006943.546792566 152941.5035501625))",130,AE,11.0,3248692,A2,APPLICATION PROCESSED - ENTIRE,05/18/2016,1-2-3 FAMILY,,,2.0,2.0,36.0,36.0,1.0,1.0,J-3,J-3,proposed fire sprinklers in relation to bib #003721 house raise  to meet fema regulation,3088451932,BK,315,628.0,3017.0,R4,,,,,N,A2,1.0,3815,816,0,816,0,0,0,0,0,0,2,1,1.0,1,1,90.1,42.0,20.0,25.0,,1.0,5.0,0.0,10129.0,16536.0,1550.0,1550.0,1920,0,0,3088451932,0,628,1,-2.10609187,29.89390813
4141,1920.0,2017-08-22,3248692,6.0,33.89390813,3088451932,"POLYGON ((1006943.546792566 152941.5035501625, 1006921.672492471 152923.4878381536, 1006920.98515789 152924.3228102419, 1006914.233530986 152932.5199723358, 1006904.260125724 152944.6298562482, 1006930.789928319 152966.4798781593, 1006938.687222223 152956.8913146562, 1006948.202623145 152945.3378600787, 1006943.546792566 152941.5035501625))",130,AE,11.0,3248692,A2,APPLICATION PROCESSED - ENTIRE,05/19/2016,1-2-3 FAMILY,,,2.0,2.0,36.0,36.0,1.0,1.0,J-3,J-3,proposed fire sprinklers (<30 sprinkler heads)in relation to bib #003721 house raiseto meet fema regulation,3088451932,BK,315,628.0,3017.0,R4,,,,,N,A2,1.0,3815,816,0,816,0,0,0,0,0,0,2,1,1.0,1,1,90.1,42.0,20.0,25.0,,1.0,5.0,0.0,10129.0,16536.0,1550.0,1550.0,1920,0,0,3088451932,0,628,1,-2.10609187,29.89390813
4142,1920.0,2017-08-22,3248693,7.0,29.61235887,3088451938,"POLYGON ((1006852.880963397 152964.5848688289, 1006838.149365562 152951.6167189105, 1006824.88003515 152966.6898514981, 1006849.273359061 152988.1635618245, 1006853.620135143 152991.9899977496, 1006866.889137478 152976.9165370831, 1006852.880963397 152964.5848688289))",130,AE,11.0,3248693,A2,APPLICATION PROCESSED - ENTIRE,03/12/2015,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,28.0,28.0,1.0,1.0,J-3,J-3,bib work app-004291.rehabilitation  of existing dwelling.  the cellar to be      filled . interior and exterior elevation as needed. no change to use egress or   occupancy. this application is fee exempt based on legislation intro 389,3088451938,BK,315,628.0,3017.0,R4,,,,,N,A9,1.0,1800,1836,0,1836,0,0,0,0,0,0,2,1,3.0,1,1,40.0,45.0,18.0,31.0,,1.0,5.0,0.0,6572.0,23595.0,6572.0,15178.0,1920,0,0,3088451938,0,628,1,1.61235887,6.61235887
4143,1920.0,2017-08-22,3248693,7.0,29.61235887,3088451938,"POLYGON ((1006852.880963397 152964.5848688289, 1006838.149365562 152951.6167189105, 1006824.88003515 152966.6898514981, 1006849.273359061 152988.1635618245, 1006853.620135143 152991.9899977496, 1006866.889137478 152976.9165370831, 1006852.880963397 152964.5848688289))",130,AE,11.0,3248693,A2,APPLICATION PROCESSED - ENTIRE,03/25/2015,1-2-3 FAMILY,,,2.0,2.0,28.0,28.0,1.0,1.0,J-3,J-3,bib work app-004291. herewith filing sprinkler application in conjunction with   alt 2 340238709 to elevate house.,3088451938,BK,315,628.0,3017.0,R4,,,,,N,A9,1.0,1800,1836,0,1836,0,0,0,0,0,0,2,1,3.0,1,1,40.0,45.0,18.0,31.0,,1.0,5.0,0.0,6572.0,23595.0,6572.0,15178.0,1920,0,0,3088451938,0,628,1,1.61235887,6.61235887
4186,1920.0,2017-08-22,3255084,8.0,15.6140994,3088452230,"POLYGON ((1006036.35011615 153004.2399732383, 1006008.962375641 152979.7226338238, 1005992.17238298 152998.4781737345, 1005999.279980317 153004.8406938192, 1006001.889883236 153001.9250172441, 1006022.170026393 153020.0798365785, 1006036.35011615 153004.2399732383))",130,AE,11.0,3255084,A2,APPLICATION PROCESSED - ENTIRE,09/25/2015,1-2-3 FAMILY,,,1.0,1.0,25.0,25.0,1.0,1.0,RES,RES,"bib # app- 013933  raising existing plumbing equipment to accommodate elevation of existing structure. provide new gas line and vent lines, water lines. installation of new tankless gas boiler as shown on drawings filed herewith. no change in use, egress or occupancy.",3088452230,BK,315,628.0,3011.0,R4,,,,,N,A1,1.0,1800,710,0,710,0,0,0,0,0,0,2,1,1.5,1,1,40.0,45.0,20.0,30.0,G,1.0,3.0,0.0,5989.0,13612.0,1550.0,1550.0,1920,0,0,3088452230,0,628,1,-9.3859006,8.6140994
4187,1920.0,2017-08-22,3255084,8.0,15.6140994,3088452230,"POLYGON ((1006036.35011615 153004.2399732383, 1006008.962375641 152979.7226338238, 1005992.17238298 152998.4781737345, 1005999.279980317 153004.8406938192, 1006001.889883236 153001.9250172441, 1006022.170026393 153020.0798365785, 1006036.35011615 153004.2399732383))",130,AE,11.0,3255084,A3,PLAN EXAM - IN PROCESS,10/27/2015,1-2-3 FAMILY,,,1.0,1.0,25.0,25.0,1.0,1.0,RES,RES,"bib # app- 001936  proposed plywood construction fence filed in conjunction with 340307876, 340307910 & 340307901. .",3088452230,BK,315,628.0,3011.0,R4,,,,,N,A1,1.0,1800,710,0,710,0,0,0,0,0,0,2,1,1.5,1,1,40.0,45.0,20.0,30.0,G,1.0,3.0,0.0,5989.0,13612.0,1550.0,1550.0,1920,0,0,3088452230,0,628,1,-9.3859006,8.6140994
4221,1920.0,2017-08-22,3248819,8.0,17.92058785,3088561496,"POLYGON ((1005327.489985313 152931.1600669098, 1005309.418171063 152914.5984202393, 1005288.643606306 152937.26701008, 1005294.449040888 152942.587209406, 1005289.233500134 152948.2784709986, 1005301.499879804 152959.5199183291, 1005310.21869439 152950.0061578186, 1005317.551356897 152956.640658995, 1005327.003437729 152946.1941575788, 1005319.737376141 152939.619695654, 1005327.489985313 152931.1600669098))",130,AE,11.0,3248819,NB,PLAN EXAM - IN PROCESS,03/08/2017,1-2-3 FAMILY,,GEN. CONSTR.,0.0,3.0,0.0,33.0,,2.0,,R-3,"bib app-022125. new dwelling to be built above flood resistant  construction elevation as per appendix g of nyc building code.  new closed foundation, grade beam and helical pile foundation  shall be installed. this application is fee exempt based on  legislation intro 389.",3088561496,BK,315,628.0,3024.0,R4,,,,,N,B3,1.0,1800,672,0,672,0,0,0,0,0,0,2,1,1.0,2,2,40.0,45.0,35.0,27.0,,1.0,3.0,1.0,5400.0,15966.0,0.0,0.0,1920,0,0,3088561496,0,628,1,17.92058785,15.92058785
4222,1920.0,2017-08-22,3248819,8.0,17.92058785,3088561496,"POLYGON ((1005327.489985313 152931.1600669098, 1005309.418171063 152914.5984202393, 1005288.643606306 152937.26701008, 1005294.449040888 152942.587209406, 1005289.233500134 152948.2784709986, 1005301.499879804 152959.5199183291, 1005310.21869439 152950.0061578186, 1005317.551356897 152956.640658995, 1005327.003437729 152946.1941575788, 1005319.737376141 152939.619695654, 1005327.489985313 152931.1600669098))",130,AE,11.0,3248819,DM,PERMIT ISSUED - ENTIRE JOB/WORK,09/05/2017,1-2-3 FAMILY,,,2.0,0.0,27.0,0.0,1.0,,R-3,,this work was performed under nyc ddc bib special project in accordance with l l 1341. demo performed by hand held devices except the foundation which was re moved by mechanical means. the p.e on site was kenneth holmstrom from the liro group. the site safety professional was shaun juman from the liro group. a po st demolition survey was performed by noor karim from the ddc and john ross fr,3088561496,BK,315,628.0,3024.0,R4,,,,,N,B3,1.0,1800,672,0,672,0,0,0,0,0,0,2,1,1.0,2,2,40.0,45.0,35.0,27.0,,1.0,3.0,1.0,5400.0,15966.0,0.0,0.0,1920,0,0,3088561496,0,628,1,-9.07941215,15.92058785
4229,1925.0,2017-08-22,3249030,7.0,29.06932499,3088661823,"POLYGON ((1004914.965219809 152997.6035035745, 1004899.650289821 152984.30727032, 1004899.594187557 152984.2583859229, 1004901.153239563 152982.4631139066, 1004892.590264559 152975.028745586, 1004891.427537232 152974.019233154, 1004867.08276965 153002.0588752376, 1004892.179504231 153023.8482017393, 1004892.415068059 153023.576876824, 1004896.675886314 153018.671374839, 1004914.965219809 152997.6035035745))",130,AE,11.0,3249030,A2,APPLICATION PROCESSED - ENTIRE,06/05/2017,1-2-3 FAMILY,,,3.0,3.0,32.0,32.0,1.0,1.0,J-3,J-3,proposed fire sprinklers (<30 sprinkler heads)in relation to   bib #004844 house raise to meet fema regulation,3088661823,BK,315,628.0,4034.0,R4,,,,,N,A1,1.0,1800,1056,0,1056,0,0,0,0,0,0,2,1,2.0,1,1,40.0,45.0,16.0,27.0,G,1.0,2.0,0.0,6164.0,18634.0,0.0,0.0,1925,0,0,3088661823,0,628,1,-2.93067501,16.06932499
4236,1925.0,2017-08-22,3249029,5.0,23.10305825,3088661821,"POLYGON ((1004946.444815652 153019.7678293315, 1004928.037044066 153004.4086080829, 1004906.055132644 153030.754027831, 1004905.645684646 153031.2445124152, 1004907.888790399 153033.1162278232, 1004914.499341474 153038.631964826, 1004913.292650983 153040.0778280804, 1004911.326119484 153042.4347787358, 1004914.115812065 153044.7625299882, 1004913.197178723 153045.8635776597, 1004919.961600899 153051.5079233286, 1004920.837255316 153050.4583847412, 1004946.444815652 153019.7678293315))",130,AE,11.0,3249029,A2,APPLICATION PROCESSED - ENTIRE,11/04/2016,1-2-3 FAMILY,,,2.0,2.0,28.0,28.0,1.0,1.0,R-3,R-3,"bib app 002725 installation of new sprinkler system and rpz. no change in egress, use or occupancy.",3088661821,BK,315,628.0,4034.0,R4,,,,,N,A1,1.0,1800,914,0,914,0,0,0,0,0,0,2,1,2.0,1,1,40.0,45.0,20.0,35.0,G,1.0,5.0,0.0,5316.0,15900.0,5316.0,5765.0,1925,0,0,3088661821,0,628,1,-4.89694175,8.10305825
4237,1920.0,2017-08-22,3248827,7.0,13.9546505,3088561512,"POLYGON ((1005338.809844568 153034.5099258358, 1005324.569387481 153021.4397419859, 1005315.655363306 153031.1519929066, 1005299.617337645 153016.4318779905, 1005284.468417808 153032.9374224119, 1005306.83221823 153053.4632999988, 1005305.655383319 153054.7457777453, 1005313.570065649 153062.0098708267, 1005338.809844568 153034.5099258358))",130,AE,11.0,3248827,A2,APPLICATION PROCESSED - ENTIRE,09/23/2015,1-2-3 FAMILY,,GEN. CONSTR.,1.0,1.0,22.0,22.0,1.0,1.0,RES,RES,"bib # app- 012491  herewith filing for removals of existing walls, doors, and frames.   provide new wall, doors and frame. provide new stairs to accommodate elevation of property as shown on drawings filed herewith. no change in use, egress or occupancy.",3088561512,BK,315,628.0,3009.0,R4,,,,,N,A2,1.0,1800,456,0,456,0,0,0,0,0,0,2,1,1.0,1,1,40.0,45.0,18.0,24.0,,1.0,5.0,2.0,7800.0,12210.0,3380.0,3380.0,1920,0,0,3088561512,0,628,1,-8.0453495,10.9546505
4241,1925.0,2017-08-22,3249025,6.0,23.21855053,3088661812,"POLYGON ((1004916.535426648 153056.0141479133, 1004896.939337226 153039.7999414988, 1004876.010573314 153065.0935260655, 1004873.727769479 153067.852706915, 1004877.376384229 153070.8720578347, 1004893.323858904 153084.0672414083, 1004916.535426648 153056.0141479133))",130,AE,11.0,3249025,A2,APPLICATION PROCESSED - ENTIRE,01/21/2016,1-2-3 FAMILY,,MOD-GC-FO,3.0,3.0,34.0,34.0,1.0,1.0,J-3,J-3,"bib app-008635. direct lift of existing home above flood plain, new foundation/piling system, plumbing reconnections and modifications to exterior entry points. no other change to zoning, use, occupancy or egress.",3088661812,BK,315,628.0,4034.0,R4,,,,,N,A1,1.0,1800,1044,0,1044,0,0,0,0,0,0,2,1,2.0,1,1,40.0,45.0,27.0,27.0,G,1.0,5.0,0.0,5508.0,18126.0,0.0,0.0,1925,0,0,3088661812,0,628,1,-10.78144947,9.21855053
4245,1920.0,2017-08-22,3249021,6.0,25.38528756,3088661800,"POLYGON ((1004836.667804229 153070.6752078283, 1004823.299064563 153058.6634208309, 1004816.111742975 153066.6624205704, 1004816.049735235 153066.7316461566, 1004807.034005222 153058.6309405785, 1004804.744311645 153056.5735299954, 1004790.844405055 153072.0439714915, 1004791.675112069 153072.7903610829, 1004799.16098948 153079.5163974987, 1004798.663943232 153080.0695459888, 1004793.619005812 153085.6846922361, 1004801.022206229 153092.3365818357, 1004799.339794889 153094.2096095779, 1004808.293517138 153102.2545409951, 1004808.822715565 153101.6653033243, 1004813.843702896 153096.0773879927, 1004836.667804229 153070.6752078283))",130,AE,11.0,3249021,A2,APPLICATION PROCESSED - ENTIRE,03/16/2015,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,33.0,33.0,1.0,1.0,J-3,J-3,"bib work app-000309 .rehabilitation with elevation of existing dwelling to be    raised 6 feet. existing foundation shell be demolished ,new grade beam, helical  pile foundation system shell be installed. interior and exterior elevation as    needed. no change to use or occupancy. this application is fee exempt based on   legislation intro 389.",3088661800,BK,315,628.0,4011.0,R4,,,,,N,A1,1.0,2025,892,0,892,0,0,0,0,0,0,2,1,2.5,1,1,45.0,45.0,16.0,35.0,G,1.0,2.0,0.0,5918.0,17054.0,1550.0,1550.0,1920,0,0,3088661800,0,628,1,-7.61471244,6.38528756
4262,1930.0,2017-08-22,3248976,7.0,17.04156219,3088661418,"POLYGON ((1005096.870039732 153194.9200380787, 1005115.320134058 153172.3498732505, 1005098.371677147 153158.4952421552, 1005076.495736644 153185.2560154067, 1005083.813963475 153191.238286918, 1005087.239809648 153187.0476784854, 1005096.870039732 153194.9200380787))",130,AE,11.0,3248976,A2,APPLICATION PROCESSED - ENTIRE,10/02/2014,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,18.0,18.0,1.0,1.0,J-3,J-3,"bib app003489. rehabilitation with elevation of existing dwelling to be raised 7 feet. existing foundation shell be demolished ,new grade beam, helical pile      foundation system shell be installed. interior and exterior elevation as needed. no change to use egress or occupancy. this application is fee exempt based on    legislation intro 389",3088661418,BK,315,628.0,4031.0,R4,,,,,N,A1,1.0,1800,875,0,875,0,0,0,0,0,0,2,1,1.75,1,1,40.0,45.0,20.0,28.0,,1.0,5.0,0.0,5323.0,15073.0,1550.0,1550.0,1930,0,0,3088661418,0,628,1,-0.95843781,6.54156219
4263,1930.0,2017-08-22,3248976,7.0,17.04156219,3088661418,"POLYGON ((1005096.870039732 153194.9200380787, 1005115.320134058 153172.3498732505, 1005098.371677147 153158.4952421552, 1005076.495736644 153185.2560154067, 1005083.813963475 153191.238286918, 1005087.239809648 153187.0476784854, 1005096.870039732 153194.9200380787))",130,AE,11.0,3248976,A3,APPLICATION PROCESSED - ENTIRE,09/22/2016,1-2-3 FAMILY,,,2.0,2.0,18.0,18.0,1.0,1.0,J-3,J-3,bib app-003489. here with filing fence.,3088661418,BK,315,628.0,4031.0,R4,,,,,N,A1,1.0,1800,875,0,875,0,0,0,0,0,0,2,1,1.75,1,1,40.0,45.0,20.0,28.0,,1.0,5.0,0.0,5323.0,15073.0,1550.0,1550.0,1930,0,0,3088661418,0,628,1,-0.95843781,6.54156219
